run,freq_hz,temperature_C,G_storage_pa,G_loss_pa,G_abs_pa,tan_delta,force_dyn_N,strain_dyn_pct
tf_015p_high,0.19307,31.965434,3531105.4908402395,435335.0503001221,3557839.5963648916,0.12328576742592093,1.6590028489270163,0.15145541984745722
tf_015p_high,0.26827,31.9608,3613517.3077882756,449101.44138157874,3641318.3654188267,0.1242837388418267,1.6944387020933491,0.15114412213753328
tf_015p_high,0.372759,31.941522,3712881.8877234766,456436.55612586247,3740832.2926794095,0.12293322813070223,1.7384064099106455,0.15094096692124814
tf_015p_high,0.517947,31.974051,3802966.125793732,465132.4182639347,3831305.1980303847,0.12230779945925896,1.7639548439717863,0.14954254452938942
tf_015p_high,0.719686,32.01179499999999,3913177.7281237217,480714.4502073793,3942593.8561461936,0.12284503378226849,1.8276936874021792,0.15057241730292723
tf_015p_high,1.0,32.013545,4003233.781431034,475868.72458314593,4031418.0819938546,0.11887108037268744,1.8743064211997724,0.15101038167951794
tf_015p_high,1.3895,32.021889,4114691.4809481,492364.8471076047,4144045.019790949,0.11966021010016403,1.9263669140947648,0.15098666666679525
tf_015p_high,1.9307,31.971909,4231473.386136229,492847.40841524204,4260078.119654712,0.11647182043729276,1.9677960805910477,0.15003292620877917
tf_015p_high,2.6827,31.982794,4348039.591759533,496230.4584578777,4376264.726842942,0.11412740109320549,2.024492405897407,0.15025765903320687
tf_015p_high,3.72759,31.969724999999997,4470582.583653307,511071.8096134433,4499700.32689354,0.11431883877554984,2.1166041510040854,0.15278478371514284
tf_015p_high,5.17947,31.973574999999997,4602551.98646587,529912.4481390474,4632957.154001496,0.11513448402045051,2.1149173874490157,0.14827201017824332
tf_015p_high,7.19686,31.972301,4732909.614558441,544727.5641746465,4764153.8114077905,0.11509359115987833,2.181519935672297,0.14872961832073736
tf_015p_high,10.0,31.950307,4844300.149603897,573852.8015201405,4878170.863885853,0.11845938191238267,2.312422954498971,0.15396936386781562
tf_015p_high,13.895,31.961765999999997,4989653.589016514,590597.7675623932,5024484.9150370695,0.11836448302993374,2.3367053543095353,0.15105547073804212
tf_015p_high,19.307,31.953632,5089004.192819891,601811.3919614911,5124464.911191515,0.1182572010474251,2.4390329309182066,0.1545941984734141
tf_015p_high,26.827,31.951406,5212877.882071006,639798.7752179768,5251993.743918163,0.1227342726401627,2.422595228930071,0.1498237659034355
tf_015p_high,37.2759,31.941731999999995,5308050.540625806,647931.3266450267,5347449.443041598,0.12206577945820336,2.4456920044478747,0.14855221374058455
tf_015p_high,51.7947,31.951882,5376380.996269359,675124.0886431109,5418603.616441463,0.12557221839590157,2.486901298724609,0.14907170483473256
tf_015p_high,100.0,31.941955999999998,5649878.243718703,670213.8952960438,5689491.2632232625,0.11862448470303927,2.654269498612134,0.15152895674313158
tf_015p_high,0.01,39.012887,2596760.109620498,306670.83818325924,2614805.9335079314,0.11809748503417879,1.191056999709034,0.14795073791361202
